time,open,high,low,close,tick_volume,spread,real_volume
2025-10-01 12:15:00,3893.7,3893.92,3884.34,3886.14,1127,10,0
2025-10-01 12:30:00,3886.33,3891.08,3883.65,3888.83,1156,5,0
2025-10-01 12:45:00,3888.7,3891.64,3885.41,3889.03,1032,11,0
2025-10-01 13:00:00,3889.08,3889.56,3885.62,3888.9,975,6,0
2025-10-01 13:15:00,3888.89,3889.54,3886.32,3886.47,988,8,0
2025-10-01 13:30:00,3886.3,3887.82,3885.23,3887.39,904,12,0
2025-10-01 13:45:00,3887.33,3889.55,3886.18,3887.51,873,13,0
2025-10-01 14:00:00,3887.44,3888.45,3881.27,3883.17,917,15,0
2025-10-01 14:15:00,3883.11,3885.38,3881.92,3881.97,934,12,0
2025-10-01 14:30:00,3881.96,3882.62,3878.14,3881.91,1027,15,0
2025-10-01 14:45:00,3881.83,3884.39,3881.18,3883.59,984,11,0
2025-10-01 15:00:00,3884.07,3885.44,3881.4,3884.35,1087,13,0
2025-10-01 15:15:00,3884.13,3891.19,3875.4,3877.72,1379,8,0
2025-10-01 15:30:00,3878.02,3880.69,3871.77,3875.44,1317,5,0
2025-10-01 15:45:00,3875.04,3877.24,3864.65,3870.41,1281,5,0
2025-10-01 16:00:00,3870.2,3874.29,3865.31,3865.64,1270,10,0
2025-10-01 16:15:00,3865.47,3870.21,3863.8,3869.9,1223,5,0
2025-10-01 16:30:00,3869.98,3877.19,3868.98,3872.47,1328,5,0
2025-10-01 16:45:00,3872.56,3874.6,3867.69,3872.8,1235,8,0
2025-10-01 17:00:00,3872.71,3875.99,3867.72,3870.27,1289,11,0
2025-10-01 17:15:00,3869.71,3875.79,3869.14,3875.26,1241,14,0
2025-10-01 17:30:00,3875.42,3878.68,3874.61,3877.09,1229,11,0
2025-10-01 17:45:00,3876.95,3878.17,3856.21,3872.98,1406,7,0
2025-10-01 18:00:00,3872.81,3876.84,3866.56,3869.41,1343,5,0
2025-10-01 18:15:00,3869.14,3869.77,3859.57,3859.71,1316,6,0
2025-10-01 18:30:00,3859.42,3866.21,3858.03,3864.63,1243,6,0
2025-10-01 18:45:00,3864.93,3869.62,3863.37,3868.55,1168,5,0
2025-10-01 19:00:00,3868.36,3869.37,3860.84,3867.21,1170,10,0
2025-10-01 19:15:00,3867.17,3870.71,3866.72,3870.4,1093,13,0
2025-10-01 19:30:00,3870.41,3871.5,3869.48,3870.66,1030,12,0
2025-10-01 19:45:00,3870.64,3871.62,3869.51,3870.88,984,12,0
2025-10-01 20:00:00,3870.91,3871.4,3868.6,3869.88,900,10,0
2025-10-01 20:15:00,3869.92,3871.87,3868.92,3870.79,954,10,0
2025-10-01 20:30:00,3871.06,3871.38,3863.94,3864.19,1016,6,0
2025-10-01 20:45:00,3864.2,3865.01,3860.73,3860.82,1119,5,0
2025-10-01 21:00:00,3860.48,3860.92,3854.85,3859.79,1187,5,0
2025-10-01 21:15:00,3859.9,3864.92,3859.52,3862.98,1070,5,0
2025-10-01 21:30:00,3862.98,3866.28,3858.08,3859.46,1068,8,0
2025-10-01 21:45:00,3859.47,3863.88,3859.26,3862.14,1056,5,0
2025-10-01 22:00:00,3862.35,3865.95,3861.39,3865.8,999,11,0
2025-10-01 22:15:00,3865.82,3866.6,3863.59,3864.71,978,5,0
2025-10-01 22:30:00,3864.72,3869.17,3864.1,3869.16,978,6,0
2025-10-01 22:45:00,3869.18,3870.86,3866.27,3867.77,1095,7,0
2025-10-01 23:00:00,3867.81,3867.82,3860.35,3862.26,881,10,0
2025-10-01 23:15:00,3862.35,3863.8,3860.88,3863.44,710,7,0
2025-10-01 23:30:00,3863.46,3865.14,3862.9,3863.59,646,13,0
2025-10-01 23:45:00,3863.76,3865.75,3863.21,3865.49,677,11,0
2025-10-02 01:00:00,3867.81,3870.33,3860.95,3863.03,877,14,0
2025-10-02 01:15:00,3863.08,3863.56,3858.75,3860.09,615,10,0
2025-10-02 01:30:00,3860.67,3862.83,3859.26,3862.74,671,14,0
2025-10-02 01:45:00,3862.72,3864.1,3861.7,3862.15,495,14,0
2025-10-02 02:00:00,3862.16,3864.46,3861.58,3862.47,698,14,0
2025-10-02 02:15:00,3862.43,3866.61,3861.82,3865.68,651,15,0
2025-10-02 02:30:00,3865.69,3866.05,3857.48,3860.91,907,5,0
2025-10-02 02:45:00,3860.7,3865.21,3860.7,3863.45,876,5,0
2025-10-02 03:00:00,3862.95,3863.76,3857.61,3858.43,1093,7,0
2025-10-02 03:15:00,3858.39,3860.78,3856.37,3857.94,1010,14,0
2025-10-02 03:30:00,3858.04,3859.86,3857.08,3858.3,832,15,0
2025-10-02 03:45:00,3858.3,3861.24,3855.81,3856.04,968,6,0
2025-10-02 04:00:00,3856.0,3860.28,3852.86,3859.72,1153,8,0
2025-10-02 04:15:00,3859.68,3864.89,3858.09,3863.81,999,13,0
2025-10-02 04:30:00,3863.84,3865.08,3862.98,3863.2,973,13,0
2025-10-02 04:45:00,3863.21,3865.07,3862.54,3865.01,802,7,0
2025-10-02 05:00:00,3865.04,3869.96,3861.68,3869.86,977,14,0
2025-10-02 05:15:00,3869.63,3869.97,3862.4,3864.04,911,14,0
2025-10-02 05:30:00,3863.87,3865.35,3863.16,3864.99,803,9,0
2025-10-02 05:45:00,3864.92,3867.49,3864.27,3866.23,720,5,0
2025-10-02 06:00:00,3866.12,3869.04,3865.11,3868.98,792,12,0
2025-10-02 06:15:00,3869.06,3869.4,3866.92,3867.2,753,15,0
2025-10-02 06:30:00,3867.14,3867.21,3863.9,3864.68,754,12,0
2025-10-02 06:45:00,3864.65,3867.03,3864.28,3866.54,720,14,0
2025-10-02 07:00:00,3866.56,3867.67,3865.18,3865.74,640,14,0
2025-10-02 07:15:00,3865.72,3866.61,3865.09,3866.06,432,14,0
2025-10-02 07:30:00,3866.07,3866.46,3863.81,3864.81,589,13,0
2025-10-02 07:45:00,3864.79,3864.79,3861.95,3864.24,580,13,0
2025-10-02 08:00:00,3864.23,3868.79,3864.22,3868.1,821,7,0
2025-10-02 08:15:00,3868.12,3871.44,3867.59,3869.47,815,9,0
2025-10-02 08:30:00,3869.44,3869.57,3866.22,3868.07,774,14,0
2025-10-02 08:45:00,3868.08,3868.98,3866.66,3867.84,746,10,0
2025-10-02 09:00:00,3867.92,3871.9,3866.67,3871.82,931,6,0
2025-10-02 09:15:00,3871.79,3874.33,3871.63,3871.72,892,10,0
2025-10-02 09:30:00,3871.8,3874.26,3870.48,3870.62,957,9,0
2025-10-02 09:45:00,3870.62,3870.62,3862.16,3864.19,1101,12,0
2025-10-02 10:00:00,3863.91,3873.3,3863.76,3873.15,1127,11,0
2025-10-02 10:15:00,3873.21,3874.68,3863.37,3864.78,1133,13,0
2025-10-02 10:30:00,3864.73,3866.68,3861.7,3865.88,1111,11,0
2025-10-02 10:45:00,3865.81,3869.46,3864.43,3868.55,1095,12,0
2025-10-02 11:00:00,3868.74,3868.95,3864.64,3867.05,1073,12,0
2025-10-02 11:15:00,3867.03,3870.55,3866.24,3869.63,896,11,0
2025-10-02 11:30:00,3869.65,3875.42,3869.04,3875.29,1031,10,0
2025-10-02 11:45:00,3875.56,3878.68,3873.68,3874.61,993,11,0
2025-10-02 12:00:00,3874.6,3878.35,3873.38,3875.59,974,7,0
2025-10-02 12:15:00,3875.58,3878.06,3874.43,3875.55,911,12,0
2025-10-02 12:30:00,3875.35,3879.13,3875.29,3877.76,963,12,0
2025-10-02 12:45:00,3877.76,3879.59,3875.6,3879.06,933,15,0
2025-10-02 13:00:00,3879.09,3880.39,3875.79,3876.08,899,14,0
2025-10-02 13:15:00,3876.14,3883.77,3876.06,3882.34,970,7,0
2025-10-02 13:30:00,3882.45,3883.15,3878.85,3881.17,944,6,0
2025-10-02 13:45:00,3881.02,3882.38,3879.16,3881.83,838,15,0
2025-10-02 14:00:00,3881.94,3883.59,3879.74,3883.32,824,13,0
2025-10-02 14:15:00,3883.31,3885.39,3882.83,3883.53,897,15,0
2025-10-02 14:30:00,3883.49,3885.74,3882.04,3884.94,994,11,0
2025-10-02 14:45:00,3884.88,3886.66,3883.02,3886.34,954,7,0
2025-10-02 15:00:00,3886.31,3891.97,3885.03,3886.42,1174,5,0
2025-10-02 15:15:00,3886.51,3886.65,3880.12,3882.68,1204,5,0
2025-10-02 15:30:00,3882.73,3888.52,3881.43,3882.56,1196,5,0
2025-10-02 15:45:00,3882.68,3884.92,3880.78,3884.37,1149,9,0
2025-10-02 16:00:00,3884.5,3891.98,3884.5,3890.89,1244,12,0
2025-10-02 16:15:00,3890.95,3893.79,3887.2,3893.72,1187,8,0
2025-10-02 16:30:00,3894.09,3896.82,3880.87,3883.12,1357,6,0
2025-10-02 16:45:00,3883.04,3887.33,3873.45,3875.41,1336,5,0
2025-10-02 17:00:00,3875.29,3876.64,3869.81,3871.19,1362,7,0
2025-10-02 17:15:00,3871.36,3871.83,3858.01,3864.04,1353,11,0
2025-10-02 17:30:00,3863.93,3866.02,3836.49,3838.15,1438,5,0
2025-10-02 17:45:00,3838.35,3841.03,3825.53,3839.91,1423,6,0
2025-10-02 18:00:00,3839.81,3844.87,3830.76,3836.28,1395,5,0
2025-10-02 18:15:00,3836.55,3839.31,3829.82,3836.0,1332,6,0
2025-10-02 18:30:00,3835.76,3835.76,3819.28,3834.89,1339,6,0
2025-10-02 18:45:00,3835.02,3835.98,3826.98,3828.25,1314,5,0
2025-10-02 19:00:00,3828.27,3840.27,3827.29,3838.22,1269,10,0
2025-10-02 19:15:00,3838.11,3844.79,3835.54,3838.13,1285,5,0
2025-10-02 19:30:00,3837.64,3843.4,3835.46,3843.08,1206,6,0
2025-10-02 19:45:00,3843.13,3845.31,3840.57,3844.93,1181,5,0
2025-10-02 20:00:00,3844.78,3847.47,3843.04,3845.69,1140,6,0
2025-10-02 20:15:00,3846.03,3847.97,3842.63,3844.77,1159,5,0
2025-10-02 20:30:00,3845.35,3846.79,3841.43,3842.49,1070,7,0
2025-10-02 20:45:00,3842.52,3846.12,3840.79,3844.28,1062,7,0
2025-10-02 21:00:00,3844.3,3847.15,3843.62,3846.02,997,12,0
2025-10-02 21:15:00,3845.94,3847.53,3845.36,3847.23,849,14,0
2025-10-02 21:30:00,3847.22,3848.51,3846.35,3848.19,859,5,0
2025-10-02 21:45:00,3848.17,3851.44,3847.92,3850.91,898,15,0
2025-10-02 22:00:00,3850.88,3858.65,3850.52,3854.39,1118,14,0
2025-10-02 22:15:00,3854.43,3858.96,3854.43,3857.06,1051,6,0
2025-10-02 22:30:00,3857.1,3857.98,3855.52,3856.27,983,8,0
2025-10-02 22:45:00,3856.31,3856.98,3853.05,3855.68,1025,13,0
2025-10-02 23:00:00,3855.71,3859.29,3854.53,3857.28,761,5,0
2025-10-02 23:15:00,3857.16,3857.59,3856.0,3856.12,494,12,0
2025-10-02 23:30:00,3856.23,3856.84,3854.86,3855.2,537,10,0
2025-10-02 23:45:00,3855.18,3856.25,3853.54,3856.19,483,13,0
2025-10-03 01:00:00,3855.72,3858.61,3853.01,3853.33,690,7,0
2025-10-03 01:15:00,3853.32,3855.62,3852.21,3854.45,597,12,0
2025-10-03 01:30:00,3854.47,3858.04,3854.2,3857.6,586,7,0
2025-10-03 01:45:00,3857.77,3858.51,3856.48,3857.17,476,15,0
2025-10-03 02:00:00,3857.09,3858.63,3857.05,3857.62,569,15,0
2025-10-03 02:15:00,3857.64,3858.85,3856.85,3858.48,529,14,0
2025-10-03 02:30:00,3858.42,3862.82,3858.14,3862.04,853,5,0
2025-10-03 02:45:00,3862.05,3863.82,3861.45,3862.46,850,8,0
2025-10-03 03:00:00,3862.53,3862.73,3857.41,3861.25,930,10,0
2025-10-03 03:15:00,3861.12,3862.06,3857.75,3858.66,899,12,0
2025-10-03 03:30:00,3858.64,3859.2,3856.45,3858.44,841,14,0
2025-10-03 03:45:00,3858.48,3859.19,3856.43,3856.91,840,13,0
2025-10-03 04:00:00,3856.79,3862.57,3853.41,3856.65,1129,9,0
2025-10-03 04:15:00,3856.65,3857.39,3850.45,3851.57,1109,13,0
2025-10-03 04:30:00,3851.6,3856.28,3847.42,3856.11,1119,5,0
2025-10-03 04:45:00,3856.15,3859.89,3854.75,3858.33,1060,10,0
2025-10-03 05:00:00,3858.22,3859.06,3855.41,3856.03,861,17,0
2025-10-03 05:15:00,3855.85,3857.78,3854.12,3855.08,850,15,0
2025-10-03 05:30:00,3855.09,3855.35,3849.35,3849.47,977,15,0
2025-10-03 05:45:00,3849.45,3852.34,3847.78,3848.17,922,11,0
2025-10-03 06:00:00,3848.19,3850.94,3845.06,3847.65,901,13,0
2025-10-03 06:15:00,3847.74,3848.74,3839.76,3839.91,1041,12,0
2025-10-03 06:30:00,3839.93,3842.31,3838.11,3840.75,1037,5,0
2025-10-03 06:45:00,3840.68,3843.78,3839.29,3842.69,936,14,0
2025-10-03 07:00:00,3842.59,3845.74,3841.57,3845.32,848,14,0
2025-10-03 07:15:00,3845.26,3848.25,3843.27,3844.93,848,14,0
2025-10-03 07:30:00,3844.92,3845.95,3843.15,3845.19,793,15,0
2025-10-03 07:45:00,3845.22,3845.26,3843.49,3843.98,713,9,0
2025-10-03 08:00:00,3844.03,3850.72,3843.93,3850.72,931,11,0
2025-10-03 08:15:00,3850.71,3855.26,3850.45,3853.95,1007,6,0
2025-10-03 08:30:00,3854.25,3857.78,3854.06,3855.63,922,15,0
2025-10-03 08:45:00,3855.61,3859.14,3853.4,3855.12,904,13,0
2025-10-03 09:00:00,3854.75,3859.27,3851.08,3859.14,1079,7,0
2025-10-03 09:15:00,3859.28,3860.69,3858.32,3860.69,894,14,0
2025-10-03 09:30:00,3860.65,3861.09,3857.77,3858.06,912,7,0
2025-10-03 09:45:00,3858.12,3859.29,3855.31,3859.18,865,5,0
2025-10-03 10:00:00,3859.3,3860.92,3857.15,3858.74,962,14,0
2025-10-03 10:15:00,3858.58,3863.01,3857.76,3862.78,967,15,0
2025-10-03 10:30:00,3862.92,3865.23,3861.41,3864.42,987,15,0
2025-10-03 10:45:00,3864.41,3865.15,3862.69,3864.19,843,7,0
2025-10-03 11:00:00,3864.31,3865.57,3861.37,3861.7,929,5,0
2025-10-03 11:15:00,3861.85,3863.46,3860.37,3862.84,910,5,0
2025-10-03 11:30:00,3862.54,3863.64,3861.44,3862.97,829,5,0
2025-10-03 11:45:00,3863.16,3865.38,3860.69,3864.78,868,7,0
2025-10-03 12:00:00,3864.66,3864.88,3859.86,3860.71,907,11,0
2025-10-03 12:15:00,3860.82,3861.02,3856.8,3859.24,962,8,0
2025-10-03 12:30:00,3859.38,3860.79,3858.09,3859.86,838,15,0
2025-10-03 12:45:00,3859.8,3864.71,3858.68,3864.2,859,10,0
2025-10-03 13:00:00,3864.24,3865.7,3863.6,3865.36,908,6,0
2025-10-03 13:15:00,3865.37,3866.28,3862.46,3863.29,830,11,0
2025-10-03 13:30:00,3863.28,3867.49,3862.14,3865.5,944,13,0
2025-10-03 13:45:00,3865.86,3867.64,3863.61,3865.89,1001,14,0
2025-10-03 14:00:00,3865.84,3867.06,3862.19,3862.36,1050,12,0
2025-10-03 14:15:00,3862.31,3862.31,3857.54,3858.87,1083,11,0
2025-10-03 14:30:00,3858.83,3861.08,3854.83,3859.99,1082,11,0
2025-10-03 14:45:00,3860.08,3864.47,3859.21,3862.08,1027,15,0
2025-10-03 15:00:00,3862.13,3864.25,3860.86,3864.25,1031,15,0
2025-10-03 15:15:00,3864.26,3865.12,3860.55,3863.6,1025,8,0
2025-10-03 15:30:00,3863.61,3870.69,3862.92,3870.69,1223,8,0
2025-10-03 15:45:00,3870.43,3874.93,3869.34,3873.77,1161,5,0
2025-10-03 16:00:00,3874.08,3877.72,3870.08,3877.19,1254,5,0
2025-10-03 16:15:00,3877.18,3884.5,3875.9,3880.91,1245,5,0
2025-10-03 16:30:00,3881.6,3887.32,3872.72,3886.96,1345,7,0
2025-10-03 16:45:00,3886.99,3890.48,3880.27,3882.52,1328,5,0
2025-10-03 17:00:00,3885.89,3885.89,3866.38,3867.08,1396,5,0
2025-10-03 17:15:00,3867.05,3879.83,3867.05,3879.19,1360,5,0
2025-10-03 17:30:00,3878.47,3879.96,3872.62,3874.85,1328,5,0
2025-10-03 17:45:00,3874.88,3881.33,3874.3,3879.61,1272,5,0
2025-10-03 18:00:00,3880.02,3881.8,3873.99,3880.36,1241,5,0
2025-10-03 18:15:00,3880.49,3888.97,3878.2,3887.62,1236,7,0
2025-10-03 18:30:00,3888.06,3888.92,3883.98,3886.8,1252,10,0
2025-10-03 18:45:00,3886.97,3891.61,3885.33,3889.33,1170,15,0
2025-10-03 19:00:00,3889.41,3889.7,3884.2,3886.21,1189,7,0
2025-10-03 19:15:00,3886.48,3886.48,3880.6,3882.65,1188,5,0
2025-10-03 19:30:00,3882.58,3884.26,3880.95,3882.2,1101,7,0
2025-10-03 19:45:00,3882.26,3884.61,3880.6,3883.72,1060,13,0
2025-10-03 20:00:00,3883.67,3885.09,3880.86,3883.56,1150,15,0
2025-10-03 20:15:00,3883.69,3885.96,3883.39,3883.61,1122,8,0
2025-10-03 20:30:00,3883.92,3885.72,3881.44,3884.55,1071,13,0
2025-10-03 20:45:00,3884.63,3885.2,3877.05,3881.98,1186,5,0
2025-10-03 21:00:00,3882.2,3885.2,3880.1,3882.32,1139,6,0
2025-10-03 21:15:00,3882.28,3885.13,3881.71,3884.35,1039,10,0
2025-10-03 21:30:00,3884.48,3889.2,3884.31,3888.27,1053,7,0
2025-10-03 21:45:00,3888.43,3888.9,3884.62,3886.1,1036,15,0
2025-10-03 22:00:00,3886.14,3888.24,3883.63,3887.65,1094,5,0
2025-10-03 22:15:00,3887.59,3888.67,3885.83,3886.72,915,13,0
2025-10-03 22:30:00,3886.76,3888.94,3886.02,3886.81,923,9,0
2025-10-03 22:45:00,3886.78,3889.13,3884.61,3885.76,1133,5,0
2025-10-03 23:00:00,3885.57,3887.19,3884.78,3885.11,734,8,0
2025-10-03 23:15:00,3885.13,3885.2,3883.68,3884.43,480,11,0
2025-10-03 23:30:00,3884.29,3885.01,3882.88,3884.78,587,5,0
2025-10-03 23:45:00,3884.87,3886.99,3884.31,3886.38,506,13,0
2025-10-06 01:00:00,3888.47,3892.0,3884.26,3890.4,1278,13,0
2025-10-06 01:15:00,3890.58,3893.99,3888.12,3893.87,1098,5,0
2025-10-06 01:30:00,3893.11,3894.3,3890.2,3893.7,941,5,0
2025-10-06 01:45:00,3893.69,3903.98,3892.72,3899.95,928,6,0
2025-10-06 02:00:00,3899.98,3921.0,3898.58,3910.08,1411,5,0
2025-10-06 02:15:00,3909.53,3912.37,3907.5,3910.51,1133,5,0
2025-10-06 02:30:00,3910.68,3911.84,3907.9,3910.88,1000,5,0
2025-10-06 02:45:00,3910.91,3911.7,3907.89,3909.53,1116,13,0
2025-10-06 03:00:00,3909.57,3909.57,3900.33,3904.4,1319,5,0
2025-10-06 03:15:00,3904.24,3906.38,3899.05,3902.42,1255,14,0
2025-10-06 03:30:00,3902.52,3906.1,3900.57,3904.9,1214,5,0
2025-10-06 03:45:00,3904.89,3906.59,3899.91,3900.36,1125,5,0
2025-10-06 04:00:00,3900.51,3908.13,3899.79,3906.14,1132,13,0
2025-10-06 04:15:00,3906.2,3907.55,3901.27,3903.0,1143,5,0
2025-10-06 04:30:00,3902.98,3910.98,3902.38,3910.31,1109,5,0
2025-10-06 04:45:00,3910.28,3918.28,3909.23,3918.08,1168,5,0
2025-10-06 05:00:00,3918.01,3924.5,3917.6,3923.69,1229,5,0
2025-10-06 05:15:00,3923.76,3923.76,3920.43,3921.84,972,5,0
2025-10-06 05:30:00,3921.83,3923.27,3918.65,3922.9,957,12,0
2025-10-06 05:45:00,3923.08,3923.14,3919.65,3921.03,907,8,0
2025-10-06 06:00:00,3920.97,3926.62,3919.96,3921.78,970,8,0
2025-10-06 06:15:00,3921.95,3924.99,3920.31,3921.89,942,12,0
2025-10-06 06:30:00,3921.81,3929.28,3921.52,3928.51,1033,5,0
2025-10-06 06:45:00,3928.7,3932.0,3928.18,3929.62,1143,12,0
2025-10-06 07:00:00,3929.35,3933.13,3928.76,3929.37,1090,12,0
2025-10-06 07:15:00,3929.28,3934.51,3928.86,3933.65,1028,5,0
2025-10-06 07:30:00,3933.53,3939.95,3932.44,3939.95,1143,5,0
2025-10-06 07:45:00,3939.95,3940.28,3935.31,3938.67,1080,5,0
2025-10-06 08:00:00,3938.68,3945.24,3935.85,3940.25,1212,5,0
2025-10-06 08:15:00,3940.1,3940.56,3933.22,3937.03,1193,5,0
2025-10-06 08:30:00,3937.02,3937.19,3927.49,3930.29,1190,7,0
2025-10-06 08:45:00,3930.4,3933.39,3928.51,3932.74,1128,6,0
2025-10-06 09:00:00,3933.0,3933.0,3922.62,3925.8,1229,5,0
2025-10-06 09:15:00,3925.92,3929.82,3924.54,3928.4,1146,13,0
2025-10-06 09:30:00,3928.21,3928.36,3924.95,3927.1,1089,14,0
2025-10-06 09:45:00,3927.13,3934.77,3927.1,3934.32,1211,5,0
2025-10-06 10:00:00,3933.57,3936.4,3932.64,3934.78,1200,5,0
2025-10-06 10:15:00,3934.6,3936.44,3929.56,3932.46,1224,6,0
2025-10-06 10:30:00,3932.5,3936.56,3931.37,3932.94,1237,5,0
2025-10-06 10:45:00,3933.05,3943.89,3932.43,3941.62,1312,5,0
2025-10-06 11:00:00,3941.66,3949.61,3941.66,3947.14,1266,10,0
2025-10-06 11:15:00,3947.06,3949.22,3940.06,3943.78,1225,5,0
2025-10-06 11:30:00,3943.36,3943.93,3935.41,3938.42,1229,14,0
2025-10-06 11:45:00,3938.35,3947.26,3937.84,3942.44,1165,5,0
2025-10-06 12:00:00,3942.63,3944.96,3941.45,3942.83,1001,5,0
2025-10-06 12:15:00,3942.92,3944.11,3938.99,3943.65,1045,7,0
2025-10-06 12:30:00,3943.57,3944.48,3937.89,3938.73,1104,6,0
2025-10-06 12:45:00,3938.81,3942.49,3936.6,3942.33,1048,5,0
2025-10-06 13:00:00,3942.55,3942.75,3932.74,3938.47,1166,9,0
2025-10-06 13:15:00,3938.27,3941.69,3937.26,3939.79,1044,6,0
2025-10-06 13:30:00,3939.86,3946.89,3939.17,3946.81,1057,5,0
2025-10-06 13:45:00,3946.79,3946.8,3941.97,3942.17,946,5,0
2025-10-06 14:00:00,3942.23,3942.71,3934.79,3937.03,1141,6,0
2025-10-06 14:15:00,3937.01,3938.72,3933.67,3938.71,1197,13,0
2025-10-06 14:30:00,3938.7,3940.29,3934.49,3936.26,1167,9,0
2025-10-06 14:45:00,3936.06,3939.53,3931.11,3938.36,1194,5,0
2025-10-06 15:00:00,3937.93,3941.04,3933.69,3940.1,1300,5,0
2025-10-06 15:15:00,3940.06,3941.27,3929.01,3931.34,1313,5,0
2025-10-06 15:30:00,3931.44,3932.43,3926.8,3931.33,1290,5,0
2025-10-06 15:45:00,3931.48,3938.57,3931.23,3934.03,1219,12,0
2025-10-06 16:00:00,3934.31,3936.85,3930.94,3934.41,1310,7,0
2025-10-06 16:15:00,3934.4,3937.09,3932.02,3933.21,1241,5,0
2025-10-06 16:30:00,3933.74,3944.91,3927.2,3944.74,1383,5,0
2025-10-06 16:45:00,3944.79,3947.12,3940.85,3944.6,1343,11,0
2025-10-06 17:00:00,3944.15,3950.1,3940.3,3948.47,1366,11,0
2025-10-06 17:15:00,3948.58,3949.99,3944.48,3948.1,1299,5,0
2025-10-06 17:30:00,3947.93,3958.67,3946.9,3957.66,1328,5,0
2025-10-06 17:45:00,3957.69,3958.9,3953.82,3954.98,1264,11,0
2025-10-06 18:00:00,3955.05,3957.84,3949.74,3955.07,1305,8,0
2025-10-06 18:15:00,3955.11,3957.56,3948.49,3949.96,1242,12,0
2025-10-06 18:30:00,3950.02,3958.04,3948.17,3956.92,1158,13,0
2025-10-06 18:45:00,3956.99,3964.11,3954.69,3962.43,1227,5,0
2025-10-06 19:00:00,3962.69,3969.82,3947.36,3947.98,1346,5,0
2025-10-06 19:15:00,3947.97,3954.92,3946.03,3952.4,1313,5,0
2025-10-06 19:30:00,3952.71,3955.39,3950.97,3952.29,1150,5,0
2025-10-06 19:45:00,3952.27,3955.25,3951.07,3953.98,1097,5,0
